"Period.Begin","Period.End","Day","Month","Year","Metro.City","Metro.State","adjusted_average_new_listings","adjusted_average_new_listings_yoy","adjusted_average_homes_sold","adjusted_average_homes_sold_yoy","Median.Sale.Price.Yoy","Median.Sale.Price"
2020-12-14,2021-01-10,10,1,2021,"San Jose","CA",186,0.823529412,257,0.412087912,0.200414362,1196062.5
2020-12-21,2021-01-17,17,1,2021,"San Jose","CA",225,0.530612245,243,0.537974684,0.211542186,1173000
2020-12-28,2021-01-24,24,1,2021,"San Jose","CA",276,0.333333333,239,0.582781457,0.243970617,1196000
2021-01-04,2021-01-31,31,1,2021,"San Jose","CA",330,0.375,248,0.579617834,0.228975853,1199250
2021-01-11,2021-02-07,38,2,2021,"San Jose","CA",358,0.306569343,232,0.45,0.21298536,1191000
2021-01-18,2021-02-14,45,2,2021,"San Jose","CA",378,0.294520548,231,0.383233533,0.168998662,1201000
2021-01-25,2021-02-21,52,2,2021,"San Jose","CA",392,0.272727273,249,0.360655738,0.103707073,1213250
2021-02-01,2021-02-28,59,2,2021,"San Jose","CA",410,0.195335277,271,0.328431373,0.079838529,1203750
2021-02-08,2021-03-07,66,3,2021,"San Jose","CA",425,0.19047619,300,0.363636364,0.055880442,1218750
2021-02-15,2021-03-14,73,3,2021,"San Jose","CA",433,0.115979381,315,0.35193133,0.099698211,1275375
2021-02-22,2021-03-21,80,3,2021,"San Jose","CA",454,0.300859599,337,0.36437247,0.107032003,1292875
2021-03-01,2021-03-28,87,3,2021,"San Jose","CA",464,0.491961415,348,0.462184874,0.12192275,1321625
2021-03-08,2021-04-04,94,4,2021,"San Jose","CA",445,0.711538462,376,0.641921397,0.122101525,1342875
2021-03-15,2021-04-11,101,4,2021,"San Jose","CA",452,1.226600985,404,0.942307692,0.104136654,1341250
2021-03-22,2021-04-18,108,4,2021,"San Jose","CA",457,1.186602871,419,1.116161616,0.126665279,1353125
2021-03-29,2021-04-25,115,4,2021,"San Jose","CA",465,1.133027523,433,1.327956989,0.117726237,1349375
2021-04-05,2021-05-02,122,5,2021,"San Jose","CA",486,1.122270742,450,1.542372881,0.126644393,1348875
2021-04-12,2021-05-09,129,5,2021,"San Jose","CA",489,0.94047619,441,1.578947368,0.116238438,1357625
2021-04-19,2021-05-16,136,5,2021,"San Jose","CA",493,0.74822695,447,1.865384615,0.12329475,1358625
2021-04-26,2021-05-23,143,5,2021,"San Jose","CA",520,0.666666667,461,1.899371069,0.140806755,1384796.8
2021-05-03,2021-05-30,150,5,2021,"San Jose","CA",507,0.574534161,471,1.837349398,0.144560857,1375046.8
2021-05-10,2021-06-06,157,6,2021,"San Jose","CA",498,0.491017964,468,1.543478261,0.208595636,1391546.8
2021-05-17,2021-06-13,164,6,2021,"San Jose","CA",493,0.476047904,471,1.253588517,0.207703659,1398671.8
2021-05-24,2021-06-20,171,6,2021,"San Jose","CA",473,0.429003021,453,0.935897436,0.182215122,1387625
2021-05-31,2021-06-27,178,6,2021,"San Jose","CA",502,0.414084507,451,0.741312741,0.197299883,1407875
2021-06-07,2021-07-04,185,7,2021,"San Jose","CA",452,0.317784257,475,0.666666667,0.159675237,1392625
2021-06-14,2021-07-11,192,7,2021,"San Jose","CA",456,0.249315068,451,0.49833887,0.163178152,1378875
2021-06-21,2021-07-18,199,7,2021,"San Jose","CA",463,0.237967914,459,0.485436893,0.186337069,1382750
2021-06-28,2021-07-25,206,7,2021,"San Jose","CA",445,0.20923913,433,0.36163522,0.17630662,1371500
2021-07-05,2021-08-01,213,8,2021,"San Jose","CA",476,0.259259259,421,0.24925816,0.162469928,1359000
2021-07-12,2021-08-08,220,8,2021,"San Jose","CA",451,0.205882353,428,0.285285285,0.151605358,1354000
2021-07-19,2021-08-15,227,8,2021,"San Jose","CA",425,0.127320955,411,0.241691843,0.129658793,1345000
2021-07-26,2021-08-22,234,8,2021,"San Jose","CA",417,0.083116883,402,0.225609756,0.133992712,1361500
2021-08-02,2021-08-29,241,8,2021,"San Jose","CA",423,0.090206186,391,0.218068536,0.123384011,1357750
2021-08-09,2021-09-05,248,9,2021,"San Jose","CA",388,0.01305483,406,0.237804878,0.11486555,1373375
2021-08-16,2021-09-12,255,9,2021,"San Jose","CA",402,0.063492063,399,0.239130435,0.123921971,1368375
2021-08-23,2021-09-19,262,9,2021,"San Jose","CA",401,0.025575448,398,0.195195195,0.110016591,1338125
2021-08-30,2021-09-26,269,9,2021,"San Jose","CA",392,-0.01754386,395,0.189759036,0.119309262,1336875
2021-09-06,2021-10-03,276,10,2021,"San Jose","CA",419,0.034567901,387,0.112068966,0.129907437,1327500
2021-09-13,2021-10-10,283,10,2021,"San Jose","CA",395,-0.066193853,392,0.088888889,0.114998956,1334375
2021-09-20,2021-10-17,290,10,2021,"San Jose","CA",383,-0.083732057,390,0.120689655,0.107289528,1348125
2021-09-27,2021-10-24,297,10,2021,"San Jose","CA",368,-0.125890736,403,0.148148148,0.109026369,1366875
2021-10-04,2021-10-31,304,10,2021,"San Jose","CA",347,-0.161835749,401,0.098630137,0.095533747,1367500
2021-10-11,2021-11-07,311,11,2021,"San Jose","CA",325,-0.155844156,405,0.121883657,0.112631792,1371875
2021-10-18,2021-11-14,318,11,2021,"San Jose","CA",299,-0.155367232,396,0.076086957,0.123647131,1375625
2021-10-25,2021-11-21,325,11,2021,"San Jose","CA",282,-0.093247588,391,0.020887728,0.142454896,1369375
2021-11-01,2021-11-28,332,11,2021,"San Jose","CA",228,-0.109375,362,0.049275362,0.155072524,1385625
2021-11-08,2021-12-05,339,12,2021,"San Jose","CA",226,-0.096,360,0.028571429,0.14840623,1384375
2021-11-15,2021-12-12,346,12,2021,"San Jose","CA",208,-0.107296137,357,0.002808989,0.146705535,1386625
2021-11-22,2021-12-19,353,12,2021,"San Jose","CA",180,-0.196428571,332,0.006060606,0.145197212,1394750
2021-11-29,2021-12-26,360,12,2021,"San Jose","CA",173,-0.213636364,325,0.045016077,0.164125561,1379125
2021-12-06,2022-01-02,2,1,2022,"San Jose","CA",113,-0.343023256,276,-0.010752688,0.134754012,1347875
2021-12-13,2022-01-09,9,1,2022,"San Jose","CA",111,-0.403225806,255,-0.007782101,0.127971991,1349125
2021-12-20,2022-01-16,16,1,2022,"San Jose","CA",152,-0.324444444,231,-0.049382716,0.151747656,1351000
2021-12-27,2022-01-23,23,1,2022,"San Jose","CA",215,-0.221014493,208,-0.129707113,0.117056856,1336000
2022-01-03,2022-01-30,30,1,2022,"San Jose","CA",280,-0.151515152,197,-0.205645161,0.119762351,1342875
2022-01-10,2022-02-06,37,2,2022,"San Jose","CA",326,-0.089385475,175,-0.245689655,0.098866499,1308750
2022-01-17,2022-02-13,44,2,2022,"San Jose","CA",337,-0.108465608,175,-0.242424242,0.075145712,1291250
2022-01-24,2022-02-20,51,2,2022,"San Jose","CA",371,-0.053571429,203,-0.184738956,0.121162168,1360250
2022-01-31,2022-02-27,58,2,2022,"San Jose","CA",396,-0.034146341,230,-0.151291513,0.171547248,1410250
2022-02-07,2022-03-06,65,3,2022,"San Jose","CA",412,-0.030588235,271,-0.096666667,0.224307692,1492125
2022-02-14,2022-03-13,72,3,2022,"San Jose","CA",438,0.011547344,303,-0.038095238,0.212094482,1545875
2022-02-21,2022-03-20,79,3,2022,"San Jose","CA",441,-0.028634361,317,-0.059347181,0.182345548,1528625
2022-02-28,2022-03-27,86,3,2022,"San Jose","CA",434,-0.064655172,351,0.00862069,0.172514896,1549625
2022-03-07,2022-04-03,93,4,2022,"San Jose","CA",431,-0.031460674,367,-0.02393617,0.149027274,1543000
2022-03-14,2022-04-10,100,4,2022,"San Jose","CA",439,-0.028761062,379,-0.061881188,0.149487418,1541750
2022-03-21,2022-04-17,107,4,2022,"San Jose","CA",411,-0.100656455,390,-0.069212411,0.162863741,1573500
2022-03-28,2022-04-24,114,4,2022,"San Jose","CA",450,-0.032258065,391,-0.096997691,0.184344604,1598125
2022-04-04,2022-05-01,121,5,2022,"San Jose","CA",467,-0.03909465,398,-0.115555556,0.179501436,1591000
2022-04-11,2022-05-08,128,5,2022,"San Jose","CA",461,-0.057259714,385,-0.126984127,0.192891999,1619500
2022-04-18,2022-05-15,135,5,2022,"San Jose","CA",509,0.032454361,380,-0.149888143,0.195878186,1624750
2022-04-25,2022-05-22,142,5,2022,"San Jose","CA",508,-0.023076923,366,-0.206073753,0.152966991,1596625
2022-05-02,2022-05-29,149,5,2022,"San Jose","CA",462,-0.088757396,359,-0.237791932,0.157506057,1591625
2022-05-09,2022-06-05,156,6,2022,"San Jose","CA",459,-0.078313253,349,-0.254273504,0.106233006,1539375
2022-05-16,2022-06-12,163,6,2022,"San Jose","CA",419,-0.15010142,338,-0.282377919,0.073786574,1501875
2022-05-23,2022-06-19,170,6,2022,"San Jose","CA",384,-0.188160677,336,-0.258278146,0.074768039,1491375
2022-05-30,2022-06-26,177,6,2022,"San Jose","CA",407,-0.189243028,313,-0.305986696,0.041551984,1466375
2022-06-06,2022-07-03,184,7,2022,"San Jose","CA",361,-0.201327434,309,-0.349473684,0.055650301,1470125
2022-06-13,2022-07-10,191,7,2022,"San Jose","CA",369,-0.190789474,285,-0.368070953,0.029915692,1420125
2022-06-20,2022-07-17,198,7,2022,"San Jose","CA",361,-0.220302376,272,-0.407407407,0.017718315,1407250
2022-06-27,2022-07-24,205,7,2022,"San Jose","CA",337,-0.242696629,257,-0.406466513,0.039737514,1426000
2022-07-04,2022-07-31,212,7,2022,"San Jose","CA",345,-0.275210084,247,-0.413301663,0.029065489,1398500
2022-07-11,2022-08-07,219,8,2022,"San Jose","CA",315,-0.301552106,243,-0.432242991,0.043666913,1413125
2022-07-18,2022-08-14,226,8,2022,"San Jose","CA",294,-0.308235294,234,-0.430656934,0.044330855,1404625
2022-07-25,2022-08-21,233,8,2022,"San Jose","CA",283,-0.321342926,237,-0.410447761,0.008721998,1373375
2022-08-01,2022-08-28,240,8,2022,"San Jose","CA",287,-0.321513002,241,-0.383631714,0.01693979,1380750
2022-08-08,2022-09-04,247,9,2022,"San Jose","CA",270,-0.304123711,266,-0.344827586,0.0038227,1378625
2022-08-15,2022-09-11,254,9,2022,"San Jose","CA",278,-0.308457711,270,-0.323308271,-0.004384763,1362375
2022-08-22,2022-09-18,261,9,2022,"San Jose","CA",278,-0.306733167,280,-0.296482412,0.018122373,1362375
2022-08-29,2022-09-25,268,9,2022,"San Jose","CA",267,-0.318877551,286,-0.275949367,0.007947639,1347500
2022-09-05,2022-10-02,275,10,2022,"San Jose","CA",284,-0.322195704,284,-0.266149871,0.024482109,1360000
2022-09-12,2022-10-09,282,10,2022,"San Jose","CA",273,-0.308860759,287,-0.267857143,0.01030445,1348125
2022-09-19,2022-10-16,289,10,2022,"San Jose","CA",260,-0.321148825,268,-0.312820513,0.009272137,1360625
2022-09-26,2022-10-23,296,10,2022,"San Jose","CA",252,-0.315217391,254,-0.369727047,-0.010973937,1351875
2022-10-03,2022-10-30,303,10,2022,"San Jose","CA",228,-0.342939481,232,-0.421446384,-0.019195612,1341250
2022-10-10,2022-11-06,310,11,2022,"San Jose","CA",209,-0.356923077,217,-0.464197531,-0.008200456,1360625
2022-10-17,2022-11-13,317,11,2022,"San Jose","CA",196,-0.344481605,208,-0.474747475,-0.009086779,1363125
2022-10-24,2022-11-20,324,11,2022,"San Jose","CA",177,-0.372340426,200,-0.488491049,-0.006846189,1360000
2022-10-31,2022-11-27,331,11,2022,"San Jose","CA",149,-0.346491228,184,-0.491712707,-0.028867839,1345625
2022-11-07,2022-12-04,338,12,2022,"San Jose","CA",145,-0.35840708,183,-0.491666667,-0.034311512,1336875
2022-11-14,2022-12-11,345,12,2022,"San Jose","CA",130,-0.375,183,-0.487394958,-0.062922564,1299375
2022-11-21,2022-12-18,352,12,2022,"San Jose","CA",117,-0.35,175,-0.472891566,-0.066678616,1301750
2022-11-28,2022-12-25,359,12,2022,"San Jose","CA",108,-0.375722543,181,-0.443076923,-0.065168132,1289250
2022-12-05,2023-01-01,1,1,2023,"San Jose","CA",75,-0.336283186,165,-0.402173913,-0.061114718,1265500
2022-12-12,2023-01-08,8,1,2023,"San Jose","CA",78,-0.297297297,153,-0.4,-0.049013249,1283000
2022-12-19,2023-01-15,15,1,2023,"San Jose","CA",90,-0.407894737,136,-0.411255411,-0.061343449,1268125
2022-12-26,2023-01-22,22,1,2023,"San Jose","CA",132,-0.386046512,115,-0.447115385,-0.055482784,1261875
2023-01-02,2023-01-29,29,1,2023,"San Jose","CA",169,-0.396428571,103,-0.47715736,-0.045533277,1281729.5
2023-01-09,2023-02-05,36,2,2023,"San Jose","CA",195,-0.401840491,98,-0.44,-0.040703343,1255479.5
2023-01-16,2023-02-12,43,2,2023,"San Jose","CA",207,-0.385756677,102,-0.417142857,-0.014633495,1272354.5
2023-01-23,2023-02-19,50,2,2023,"San Jose","CA",217,-0.41509434,119,-0.413793103,-0.061033266,1277229.5
2023-01-30,2023-02-26,57,2,2023,"San Jose","CA",221,-0.441919192,139,-0.395652174,-0.112834604,1251125
2023-02-06,2023-03-05,64,3,2023,"San Jose","CA",229,-0.444174757,169,-0.376383764,-0.153975036,1262375
2023-02-13,2023-03-12,71,3,2023,"San Jose","CA",242,-0.447488584,190,-0.372937294,-0.175952131,1273875
2023-02-20,2023-03-19,78,3,2023,"San Jose","CA",244,-0.446712018,200,-0.369085174,-0.148475591,1301661.5
2023-02-27,2023-03-26,85,3,2023,"San Jose","CA",257,-0.407834101,210,-0.401709402,-0.129846576,1348411.5
2023-03-06,2023-04-02,92,4,2023,"San Jose","CA",248,-0.424593968,211,-0.42506812,-0.102924498,1384187.5
2023-03-13,2023-04-09,99,4,2023,"San Jose","CA",238,-0.45785877,213,-0.437994723,-0.070739419,1432687.5
2023-03-20,2023-04-16,106,4,2023,"San Jose","CA",252,-0.386861314,209,-0.464102564,-0.077120432,1452151
2023-03-27,2023-04-23,113,4,2023,"San Jose","CA",269,-0.402222222,214,-0.452685422,-0.083831991,1464151
2023-04-03,2023-04-30,120,4,2023,"San Jose","CA",281,-0.398286938,220,-0.447236181,-0.07393149,1473375
2023-04-10,2023-05-07,127,5,2023,"San Jose","CA",313,-0.321041215,229,-0.405194805,-0.098101266,1460625
2023-04-17,2023-05-14,134,5,2023,"San Jose","CA",308,-0.394891945,248,-0.347368421,-0.098476689,1464750
2023-04-24,2023-05-21,141,5,2023,"San Jose","CA",324,-0.362204724,255,-0.303278689,-0.091208017,1451000
2023-05-01,2023-05-28,148,5,2023,"San Jose","CA",308,-0.333333333,264,-0.264623955,-0.080185345,1464000
2023-05-08,2023-06-04,155,6,2023,"San Jose","CA",292,-0.363834423,265,-0.240687679,-0.045554202,1469250
2023-05-15,2023-06-11,162,6,2023,"San Jose","CA",291,-0.30548926,260,-0.230769231,-0.020058261,1471750
2023-05-22,2023-06-18,169,6,2023,"San Jose","CA",257,-0.330729167,269,-0.199404762,0.006956668,1501750
2023-05-29,2023-06-25,176,6,2023,"San Jose","CA",278,-0.316953317,262,-0.162939297,0.023783139,1501250
2023-06-05,2023-07-02,183,7,2023,"San Jose","CA",253,-0.299168975,275,-0.110032362,0.010118187,1485000
2023-06-12,2023-07-09,190,7,2023,"San Jose","CA",239,-0.352303523,259,-0.09122807,0.055364845,1498750
2023-06-19,2023-07-16,197,7,2023,"San Jose","CA",243,-0.326869806,240,-0.117647059,0.051874223,1480250
2023-06-26,2023-07-23,204,7,2023,"San Jose","CA",244,-0.275964392,237,-0.077821012,0.032784011,1472750
2023-07-03,2023-07-30,211,7,2023,"San Jose","CA",259,-0.249275362,218,-0.117408907,0.052198784,1471500
2023-07-10,2023-08-06,218,8,2023,"San Jose","CA",270,-0.142857143,231,-0.049382716,0.037770898,1466500
2023-07-17,2023-08-13,225,8,2023,"San Jose","CA",268,-0.088435374,234,0,0.055441844,1482500
2023-07-24,2023-08-20,232,8,2023,"San Jose","CA",267,-0.056537102,238,0.004219409,0.079457541,1482500
2023-07-31,2023-08-27,239,8,2023,"San Jose","CA",283,-0.013937282,242,0.004149378,0.08727141,1501250
2023-08-07,2023-09-03,246,9,2023,"San Jose","CA",266,-0.014814815,245,-0.078947368,0.084413818,1495000
2023-08-14,2023-09-10,253,9,2023,"San Jose","CA",279,0.003597122,234,-0.133333333,0.096430865,1493750
2023-08-21,2023-09-17,260,9,2023,"San Jose","CA",275,-0.010791367,227,-0.189285714,0.091843288,1487500
2023-08-28,2023-09-24,267,9,2023,"San Jose","CA",269,0.007490637,223,-0.22027972,0.097402597,1478750
2023-09-04,2023-10-01,274,10,2023,"San Jose","CA",286,0.007042254,222,-0.218309859,0.084099265,1474375
2023-09-11,2023-10-08,281,10,2023,"San Jose","CA",271,-0.007326007,227,-0.209059233,0.108484006,1494375
2023-09-18,2023-10-15,288,10,2023,"San Jose","CA",260,0,215,-0.197761194,0.104731282,1503125
2023-09-25,2023-10-22,295,10,2023,"San Jose","CA",253,0.003968254,225,-0.114173228,0.110032362,1500625
2023-10-02,2023-10-29,302,10,2023,"San Jose","CA",239,0.048245614,223,-0.038793103,0.129543336,1515000
2023-10-09,2023-11-05,309,11,2023,"San Jose","CA",233,0.114832536,223,0.02764977,0.090491502,1483750
2023-10-16,2023-11-12,316,11,2023,"San Jose","CA",232.4334919,0.185885163,226.2998646,0.087980118,0.084089867,1477750
2023-10-23,2023-11-19,323,11,2023,"San Jose","CA",211.5640506,0.195277122,215.5756308,0.077878154,0.057169118,1437750
2023-10-30,2023-11-26,330,11,2023,"San Jose","CA",175.9443192,0.180834357,191.5089199,0.040809347,0.066604738,1435250
2023-11-06,2023-12-03,337,12,2023,"San Jose","CA",159.4479822,0.099641257,195.3336668,0.067397086,0.073585788,1435250
2019-12-09,2020-01-05,5,1,2020,"Tampa","FL",924,-0.076923077,1188,0.119698398,0.079437515,239497.5
2019-12-16,2020-01-12,12,1,2020,"Tampa","FL",1006,-0.087941976,1073,0.147593583,0.097632555,237497.5
2019-12-23,2020-01-19,19,1,2020,"Tampa","FL",1171,-0.092951201,930,0.113772455,0.099665118,237250
2019-12-30,2020-01-26,26,1,2020,"Tampa","FL",1418,-0.074412533,910,0.184895833,0.100264532,235000
2020-01-06,2020-02-02,33,2,2020,"Tampa","FL",1539,-0.072891566,963,0.079596413,0.082219437,233175
2020-01-13,2020-02-09,40,2,2020,"Tampa","FL",1594,-0.040914561,983,0.061555076,0.077242682,234175
2020-01-20,2020-02-16,47,2,2020,"Tampa","FL",1565,-0.035736291,1032,0.061728395,0.073962681,232925
2020-01-27,2020-02-23,54,2,2020,"Tampa","FL",1563,-0.031598513,1101,0.058653846,0.064190336,234173.7
2020-02-03,2020-03-01,61,3,2020,"Tampa","FL",1585,-0.022208513,1243,0.051607445,0.067028765,235998.7
2020-02-10,2020-03-08,68,3,2020,"Tampa","FL",1598,-0.02679659,1344,0.072625698,0.061143241,236873.7
2020-02-17,2020-03-15,75,3,2020,"Tampa","FL",1647,-0.014952153,1378,0.056748466,0.064477872,238123.7
2020-02-24,2020-03-22,82,3,2020,"Tampa","FL",1650,0,1431,0.043002915,0.077329437,239625
2020-03-02,2020-03-29,89,3,2020,"Tampa","FL",1599,-0.030909091,1290,-0.063860668,0.085511492,240875
2020-03-09,2020-04-05,96,4,2020,"Tampa","FL",1493,-0.107057416,1347,-0.032327586,0.095641034,243750
2020-03-16,2020-04-12,103,4,2020,"Tampa","FL",1300,-0.224806202,1265,-0.079330422,0.11187697,246000
2020-03-23,2020-04-19,110,4,2020,"Tampa","FL",1179,-0.29443447,1215,-0.138908575,0.115617522,248250
2020-03-30,2020-04-26,117,4,2020,"Tampa","FL",1093,-0.332315211,1127,-0.142313546,0.119078148,248737.5
2020-04-06,2020-05-03,124,5,2020,"Tampa","FL",1076,-0.341090018,1081,-0.283156499,0.10960767,247966.8
2020-04-13,2020-05-10,131,5,2020,"Tampa","FL",1172,-0.266583229,1057,-0.302770449,0.089777347,247295
2020-04-20,2020-05-17,138,5,2020,"Tampa","FL",1257,-0.217310087,1037,-0.32310705,0.083819082,247295
2020-04-27,2020-05-24,145,5,2020,"Tampa","FL",1360,-0.163591636,1051,-0.316644993,0.072155432,246807.5
2020-05-04,2020-05-31,152,5,2020,"Tampa","FL",1375,-0.112903226,1056,-0.307994758,0.077607026,249703.1
2020-05-11,2020-06-07,159,6,2020,"Tampa","FL",1404,-0.118090452,1138,-0.264382676,0.082108846,251125
2020-05-18,2020-06-14,166,6,2020,"Tampa","FL",1410,-0.128014842,1180,-0.237233355,0.075255006,251150
2020-05-25,2020-06-21,173,6,2020,"Tampa","FL",1398,-0.123510972,1280,-0.164490862,0.082817578,252375
2020-06-01,2020-06-28,180,6,2020,"Tampa","FL",1450,-0.104385423,1317,-0.16221374,0.076693014,252000
2020-06-08,2020-07-05,187,7,2020,"Tampa","FL",1436,-0.063274625,1488,0.005405405,0.08501594,255250
2020-06-15,2020-07-12,194,7,2020,"Tampa","FL",1467,-0.029761905,1525,0.053176796,0.101702128,258900
2020-06-22,2020-07-19,201,7,2020,"Tampa","FL",1497,-0.019646365,1567,0.079944866,0.109275515,262675
2020-06-29,2020-07-26,208,7,2020,"Tampa","FL",1485,0.00473613,1572,0.213899614,0.125272996,263650
2020-07-06,2020-08-02,215,8,2020,"Tampa","FL",1492,-0.038659794,1606,0.046936115,0.113051468,262150
2020-07-13,2020-08-09,222,8,2020,"Tampa","FL",1506,-0.017612524,1615,0.083892617,0.118227416,262225
2020-07-20,2020-08-16,229,8,2020,"Tampa","FL",1531,0.030282638,1579,0.075613079,0.1244553,262225
2020-07-27,2020-08-23,236,8,2020,"Tampa","FL",1509,0.006,1562,0.094604064,0.125378699,263143.7
2020-08-03,2020-08-30,243,8,2020,"Tampa","FL",1511,0.066337332,1466,0.033121917,0.136472269,263393.7
2020-08-10,2020-09-06,250,9,2020,"Tampa","FL",1507,0.076428571,1538,0.136733186,0.130531352,263456.2
2020-08-17,2020-09-13,257,9,2020,"Tampa","FL",1449,0.032051282,1448,0.107033639,0.1335779,263456.2
2020-08-24,2020-09-20,264,9,2020,"Tampa","FL",1466,0.050896057,1463,0.111702128,0.149565873,264812.5
2020-08-31,2020-09-27,271,9,2020,"Tampa","FL",1469,0.030877193,1416,0.177057357,0.149441054,266062.5
2020-09-07,2020-10-04,278,10,2020,"Tampa","FL",1481,0.004067797,1458,0.089686099,0.153657191,266750
2020-09-14,2020-10-11,285,10,2020,"Tampa","FL",1556,0.050641458,1481,0.144513138,0.151652253,266000
2020-09-21,2020-10-18,292,10,2020,"Tampa","FL",1570,0.068754255,1450,0.162790698,0.142023662,264250
2020-09-28,2020-10-25,299,10,2020,"Tampa","FL",1574,0.099930119,1439,0.20620285,0.145927987,264551.8
2020-10-05,2020-11-01,306,11,2020,"Tampa","FL",1540,0.107913669,1451,0.17110573,0.148218119,265051.8
2020-10-12,2020-11-08,313,11,2020,"Tampa","FL",1504,0.085920578,1466,0.1728,0.155963438,266426.8
2020-10-19,2020-11-15,320,11,2020,"Tampa","FL",1447,0.032097004,1423,0.122239748,0.15149083,268001.2
2020-10-26,2020-11-22,327,11,2020,"Tampa","FL",1402,0.00286123,1488,0.128983308,0.162840839,271448.1
2020-11-02,2020-11-29,334,11,2020,"Tampa","FL",1262,-0.014832162,1270,0.03000811,0.155153686,271073.1
2020-11-09,2020-12-06,341,12,2020,"Tampa","FL",1213,-0.039588282,1402,0.106550908,0.142086759,271698.1
2020-11-16,2020-12-13,348,12,2020,"Tampa","FL",1198,0.00251046,1436,0.119251754,0.140280884,272123.7
2020-11-23,2020-12-20,355,12,2020,"Tampa","FL",1178,0.050847458,1439,0.106072252,0.130052749,270875
2020-11-30,2020-12-27,362,12,2020,"Tampa","FL",1110,0.094674556,1425,0.18159204,0.134615184,271737.5
2020-12-07,2021-01-03,3,1,2021,"Tampa","FL",978,0.058441558,1332,0.121212121,0.134093258,271612.5
2020-12-14,2021-01-10,10,1,2021,"Tampa","FL",1003,-0.002982107,1245,0.160298229,0.137033021,270042.5
2020-12-21,2021-01-17,17,1,2021,"Tampa","FL",1062,-0.093082835,1126,0.210752688,0.132950474,268792.5
2020-12-28,2021-01-24,24,1,2021,"Tampa","FL",1254,-0.115655853,1138,0.250549451,0.143851064,268805
2021-01-04,2021-01-31,31,1,2021,"Tampa","FL",1395,-0.093567251,1160,0.204569055,0.153688003,269011.2
2021-01-11,2021-02-07,38,2,2021,"Tampa","FL",1428,-0.104140527,1190,0.210579858,0.153437387,270106.2
2021-01-18,2021-02-14,45,2,2021,"Tampa","FL",1433,-0.084345048,1187,0.150193798,0.163920575,271106.2
2021-01-25,2021-02-21,52,2,2021,"Tampa","FL",1444,-0.076135637,1246,0.131698456,0.168923752,273731.2
2021-02-01,2021-02-28,59,2,2021,"Tampa","FL",1464,-0.076340694,1340,0.078037007,0.164836925,274900
2021-02-08,2021-03-07,66,3,2021,"Tampa","FL",1513,-0.053191489,1433,0.066220238,0.173093509,277875
2021-02-15,2021-03-14,73,3,2021,"Tampa","FL",1544,-0.062537948,1496,0.08563135,0.167985379,278125
2021-02-22,2021-03-21,80,3,2021,"Tampa","FL",1567,-0.05030303,1577,0.102026555,0.162232655,278500
2021-03-01,2021-03-28,87,3,2021,"Tampa","FL",1580,-0.011882427,1465,0.135658915,0.161390763,279750
2021-03-08,2021-04-04,94,4,2021,"Tampa","FL",1557,0.042866711,1570,0.165553081,0.157948718,282250
2021-03-15,2021-04-11,101,4,2021,"Tampa","FL",1571,0.208461538,1566,0.237944664,0.152439024,283500
2021-03-22,2021-04-18,108,4,2021,"Tampa","FL",1597,0.354537744,1582,0.302057613,0.153071501,286250
2021-03-29,2021-04-25,115,4,2021,"Tampa","FL",1631,0.492223239,1567,0.390417036,0.161631037,288941.2
2021-04-05,2021-05-02,122,5,2021,"Tampa","FL",1654,0.537174721,1633,0.510638298,0.170282473,290191.2
2021-04-12,2021-05-09,129,5,2021,"Tampa","FL",1652,0.409556314,1647,0.558183538,0.188620878,293940
2021-04-19,2021-05-16,136,5,2021,"Tampa","FL",1677,0.334128878,1612,0.554484089,0.192159162,294815
2021-04-26,2021-05-23,143,5,2021,"Tampa","FL",1715,0.261029412,1656,0.575642245,0.198803521,295873.7
2021-05-03,2021-05-30,150,5,2021,"Tampa","FL",1723,0.253090909,1618,0.53219697,0.198908624,299371.2
2021-05-10,2021-06-06,157,6,2021,"Tampa","FL",1754,0.249287749,1584,0.391915641,0.203076157,302122.5
2021-05-17,2021-06-13,164,6,2021,"Tampa","FL",1749,0.240425532,1549,0.312711864,0.210138164,303926.2
2021-05-24,2021-06-20,171,6,2021,"Tampa","FL",1749,0.251072961,1598,0.2484375,0.218132541,307426.2
2021-05-31,2021-06-27,178,6,2021,"Tampa","FL",1744,0.202758621,1482,0.125284738,0.224639683,308609.2
2021-06-07,2021-07-04,185,7,2021,"Tampa","FL",1705,0.187325905,1654,0.11155914,0.214923408,310109.2
2021-06-14,2021-07-11,192,7,2021,"Tampa","FL",1656,0.128834356,1610,0.055737705,0.19710506,309930.5
2021-06-21,2021-07-18,199,7,2021,"Tampa","FL",1653,0.104208417,1558,-0.005743459,0.177426478,309280.5
2021-06-28,2021-07-25,206,7,2021,"Tampa","FL",1671,0.125252525,1525,-0.029898219,0.16688792,307650
2021-07-05,2021-08-01,213,8,2021,"Tampa","FL",1722,0.154155496,1510,-0.059775841,0.17642571,308400
2021-07-12,2021-08-08,220,8,2021,"Tampa","FL",1752,0.163346614,1543,-0.044582043,0.176089236,308400
2021-07-19,2021-08-15,227,8,2021,"Tampa","FL",1739,0.135858916,1489,-0.0569981,0.184288302,310550
2021-07-26,2021-08-22,234,8,2021,"Tampa","FL",1698,0.125248509,1500,-0.039692702,0.187564057,312500
2021-08-02,2021-08-29,241,8,2021,"Tampa","FL",1629,0.078093977,1396,-0.047748977,0.186436881,312500
