"Period.Begin","Period.End","Day","Month","Year","Metro.City","Metro.State","adjusted_average_new_listings","adjusted_average_new_listings_yoy","adjusted_average_homes_sold","adjusted_average_homes_sold_yoy","Median.Sale.Price.Yoy","Median.Sale.Price"
2020-10-19,2020-11-15,320,11,2020,"Los Angeles","CA",1714,0.201121233,1586,0.174814815,0.127057912,727375
2020-10-26,2020-11-22,327,11,2020,"Los Angeles","CA",1626,0.210722264,1615,0.190125276,0.127800507,723625
2020-11-02,2020-11-29,334,11,2020,"Los Angeles","CA",1424,0.246935201,1469,0.14497272,0.127422196,720000
2020-11-09,2020-12-06,341,12,2020,"Los Angeles","CA",1393,0.314150943,1511,0.166795367,0.125072943,723000
2020-11-16,2020-12-13,348,12,2020,"Los Angeles","CA",1315,0.368366285,1530,0.167938931,0.124854142,723000
2020-11-23,2020-12-20,355,12,2020,"Los Angeles","CA",1223,0.425407925,1501,0.137121212,0.125242342,725500
2020-11-30,2020-12-27,362,12,2020,"Los Angeles","CA",1144,0.476129032,1546,0.215408805,0.12456614,729000
2020-12-07,2021-01-03,3,1,2021,"Los Angeles","CA",943,0.374635569,1436,0.18677686,0.13121118,728500
2020-12-14,2021-01-10,10,1,2021,"Los Angeles","CA",987,0.212530713,1384,0.240143369,0.138899727,729750
2020-12-21,2021-01-17,17,1,2021,"Los Angeles","CA",1078,0.068384539,1320,0.271676301,0.136948888,728500
2020-12-28,2021-01-24,24,1,2021,"Los Angeles","CA",1310,0.01236476,1266,0.263473054,0.138147567,725000
2021-01-04,2021-01-31,31,1,2021,"Los Angeles","CA",1526,0.039509537,1293,0.255339806,0.141841169,722500
2021-01-11,2021-02-07,38,2,2021,"Los Angeles","CA",1595,0.057692308,1268,0.22749274,0.15063593,723750
2021-01-18,2021-02-14,45,2,2021,"Los Angeles","CA",1656,0.065637066,1229,0.220456802,0.15430622,723750
2021-01-25,2021-02-21,52,2,2021,"Los Angeles","CA",1709,0.075519194,1222,0.185257032,0.151503242,732500
2021-02-01,2021-02-28,59,2,2021,"Los Angeles","CA",1756,0.061668682,1260,0.151736746,0.165848871,742500
2021-02-08,2021-03-07,66,3,2021,"Los Angeles","CA",1805,0.063641721,1343,0.153780069,0.174723355,756375
